comment,label
الف تحية للموحدين الأحرار لا للتفرد بقرار الطائفة وبمقدراتها وليعلم القاصي والداني أن طائفتنا المعروفية ترفض الدكتاتورية,normal
لا يوجد أقذر و احقر عزمي بشارة و وضاح خنفر الا القذر وئام وهاب ,abusive
الحريم في فرنسا موضوع كبير,normal
بيان كزب مزور,obscene
يقولون بول البعير ينعم الشعر،.,normal
السيسي: اللاجئون يعيشون حياة كريمة في مصر!! @url,normal
الوزير جبران باسيل ردا على سؤال إن كانت التوترات على الحدود الجنوبية للبنان مع إسرائيل تبقيه مستيقظا في الليل,normal
@user ليه تفكيركم محدود ومنصهر ع الحريم والزواج ؟؟. اول كون رجل ناجح حقق طموحاتك اتقن عملك بر بوالديك بعدين فكر… @url,normal
سعد الحريري من يوم يومه يخدم الناس سعد الحريري رجل الاعتدال والانسانية والكرامة لو لا سعد الحريري لكان…,normal
لو بتجاوب اي شي غير قصدك بقرتين غير أمك؟,obscene
حقيري المنحبكجي البلد خربت لأنو رئيسك الساقط أعدم مجد خولاني و فلت أبو محمد الجولاني وشكراً,abusive
فرق كتير كبير بين الرئيس ميشال عون وبين جبران باسيل  الرئيس بتشوف بوجه نوع من الحب والتعب أما جبران ما بت,normal
محلل يغزي العين عنك ,normal
جبران باسيل، بتحبو او بتكرهو، ما فيك تنكر انو قبضاي وببيض الوج كوزير خارجية سيادي وطني لكن تبقى مشكلتي معه ان حزبه يؤب…,normal
بدك تقنعني انو النسوان بلا مكياج مش متل الطناجر,normal
منافق جبران باسيل,abusive
فيك تزحط يا برغشة انت ومخك المعفن تركتلك مجال قلت بركة بتحترم حالك وكرمالك ل ورا يللا غالوبس,abusive
كول هوا يازلمة,abusive
لما العاهرة تاضر بالعفة ,abusive
وانا لح قلك مارون غنيم ماتواخذني تلحس رجلي مع أحترامي لرجلي بس انتو متعودين عهالشي,obscene
منك عارف كيف بدك تتبهدل عم تشتري البهدله لحالك مشترى البصله بصله بعمرها ما رح تصير فريزه,normal
وفي شي نسيت تقولو انك واحد جاهل ما بتعرف كوعك من بوعك اه يا هبيله قال انا شايف قال مين انت اصلاً انتبه ما يفقع شي بالون حدك وينقزك,abusive
وئام وهاب وصرمايتي سوا,obscene
كس امك,obscene
انت اول المنافقين والاعلام يجب ان يتتطهر من امثلكم,obscene
الكل ينبح والقافلة تسرق,obscene
ما فيك تعمل ماكياج للعَفَن معالي الوزير الماكياج ما بيلقط عالعفن,abusive
يانخاله دبحت الناس أكثر من الكلام الفاضي سمعنا كثيرا واخيرا ما عملت شي.ألله مقتلت يهودي وآحد وقتلت أكتر من خمسين كأن هذا الاستعراض بلاش منه حسبي الله ونعم الوكيل فيكم,obscene
أريد خطاب واحد للقوات اللبنانية تقول فيه ان الحريرية سياسية كانت خطأ تجاه لبنان وماليته، وخطاب واحد عن فساد نبيه وحركة ا…,normal
مشكلتك يا بوق بانك سلبي بسليقتك وتحب ان تهاجم الآخرين لكي تظهر من جهة وتنفذ ما يطلبه منك مشغليك المهم,normal
جبران باسيل هو قليل من بشير جميل و قليل من سمير جعجع وفارس سعيد,normal
هيدا سياسي انتهازي عفن ورخيص لو عنا دولة قوية كان هلق بالسجن ,abusive
مش دفاعاً عن جبران باسيل بس كان لازم تحط المقطع عالقليلة بعد جملتين بعد هالكلمة لنفهم شو قال بدقة,normal
انت معرص ابن وسخه يابو وحمه سأعرض تشكك في كل شيء الجيش والشرطه والقضاء والطب الشرعي يا خنزير,obscene
هوي قتلن وشردن او دخول داعش والرعب لصار هوي لشردن ,normal
وقح واطي بلا أدب عاطل يهودي محنك لئيم ومع هيدا أوسكار احلى منك انت روح خلي ايران وإسرائيل يلعبوا معك وفيك,abusive
أنت اقذر واوسخ منه,abusive
مجتمع من الخراف سيحكمه عاجلاً ام آجلا حكومة من الذئاب برتراند دي جوفنيل ,normal
العمى شو كنا بهايم هدنك الساعة,abusive
لو كنا فعلا في دولة لما حصلت غزوة الجاهلية,normal
جبران باسيل حب يعمل حيثيه للقمه الاقتصاديه والواد ابن موزه,normal
انشاء الله بيغتصبوك السعودييين وكل الحجاج ياعدو الله بتقتل اليمني والفلسطيني والسوري وبتروحو بتتشرمطو بالكعبه والله ما الكن مكان غير محل ابليس وترجمكن الناس بالصرامي انت وسلمان وابنو محمد وكلاب الخليج,obscene
عاجل شرموط مجرم حرب يزور شرموط مجرم حرب تاني متله,abusive
نحتاج سليمان فرنجية رئيس للجمهورية و فيصل كرامي رئيس حكومة و بري رئيس مجلس النواب و وهاب و السيد و الشرفاء نواب عن الامة  ,normal
والله انت من يحتاج الي طبيب نفسي وعساك ما تطيب,obscene
ضابط شو سوي اكيد نسيت الري,normal
حاجتها يا أرنب مصاري افش حنجيبك,normal
لو في دولة تحترم نفسها كنت إنت و جماعتك يلّي أطلقتوا النار على الدولة بالسجن اليوم ,normal
ما بعرف كيف بدي خبركن ياها بس غير إنو واطي طلع عرص,abusive
البيان الختامي للقمة العربية يتلوه وزير الخارجية جبران باسيل,normal
يستحقوا التشبيه ,normal
قصتي مع التحرش الجنسي ؛,normal
@user @user لا هندوس,normal
ايننا والثورة ,normal
واقترح أن يقدم له السوريون عدد  1000 وس… @url,normal
طعمرك بس لانه ما عم يرميلك عضمة لتمصها مقهور منه,abusive
هل انتِ شاذة كي تدافعي عن هؤلاء المنحرفين,abusive
خود تصبح هيدا شكلو كل ما يسمعك عم تحكي عليه,normal
@user كل طاقم الخنزيرة كللللهم خنازير مسيحية ونصيرية اش دراهم عن الحج والصلاة وكورتلموش يكفيه الميثلية في تر… @url,hateful
عملتو ممسحة وكبتو,abusive
لا تحزني يا ميرا هذا زمن الصعاليك,normal
بتفكري العالم كله وسخ مثلك شو شغلتك بامريكا,obscene
عنجد بهيم هلق قطر أودعت المبلغ من شان الفوائد ,abusive
الملفت بهيك حمار معبا ببنطلون مو انه منظومته الاخلاقية عديمة الأخلاق تماما، وإنما اعتقاده انها متفوقة على غيره,abusive
محلل يغزي العين عنك,normal
لما تعلق كل يوم بعجقات سير خانقة لازم تفرح وتتذكر إنك عايش ببلد منتج وقوي اقتصادياً ومالياً وقوي اجتماعياً ومعيشياً وكل شي فيه قوي، أجلّك ,normal
وينك ياطواطي انت وحماس شرفو ولا غزه مو فلسطين يالا لعار ياخونه بالعلم انا سوري ولكن يعتز بفلسطين تكون دولتي,obscene
تذكير بفترة بالتحديد حرب أيار كل الاحزاب قالت شكرا قطر,normal
ع هيك ملك جمال,obscene
بايخ وسخيف,obscene
مبسوط على لم الليرات عأساس عارف الشعب فردا فردا بلا هيلمات يا شيخ ، مع ذلك اهلا و سهلا فيك و بالاردنيين حبايبنا,obscene
جبران باسيل ل  ربما علينا تعليم الغرب كيف تدار بلد دون ميزانية,normal
اما انت كا زعيم بي قرية زغرتا بس يسير بدك تتمسك تمسك بي رصن الجحش يا جحش,abusive
كان زهايمر ياتي في عمر متأخر بس ها الزمن بلش الزهايمر من عندك للعمر متأخر محتاج الى حكيم نفساني ليعالج هواجس عقلك ,abusive
بصراحه راضي عن نفسك وانت تدافع عن جبران باسيل هههههههه,normal
يجب سجن هذا المجرم عماد عثمان ,normal
بدنا وحدة عبشار الأسد بس الخنازير يكونوا وحدة ميشيل عازر وحدة وليد المعلم وحدة لافروف ووحدة بوتين,abusive
انت بعدك عم تحكي افتكرتك محبوس ,normal
مين حاكمك بالديكتاتورية,normal
والله أنتم أغبى ناس الأرض هناك مثل لبناني يقول نكاية بالطهارة شخاخ,abusive
اهلا بكلام مسيلمه الكذب,abusive
شو خواجة هالخواجا,normal
زطم مش بيئه؟ حتى كول هوا اشيك ,abusive
لا أقرقش أمثالك يا حقير وأمثال الكداب علاء وحالتي كدة بتبقى فل، غور بلوك,obscene
الله يلعن لي بشرت فيك وقت خلقت,abusive
عن اي وطن تتكلم,normal
الشاعر والأديب العراقي يتكلم عن دمشق وليس عن بشار الجزار,normal
شيخ عقل في دويلة حزب الله وليس في دولة لبنان,normal
عنايات اندى طبيب تركى يساعد الاف الافارقة على العلاج من امراض العيون,normal
@user @user @user @user @user وانتو يعني بتقولو اشعار ومواعظ يا وسخ طيب انتوا ايش… @url,normal
على اساس معاليك الدول العربية الأخرى امثال سوريا السعودية وغيرها يتقنون فن الاعمار,normal
الله يطول عمرك حضرة الرئيس وئام وهاب,normal
لا تحية ولا سلام لميشال عون على دوره ومساهمته بشق وحدة الصف الدرزي، ونقول له ولأمثاله نحن بالمرصاد لكل… ,normal
هل عاقل ومسؤول  ومسلم سني والا شيعي والا يهودي بنصير هندوس خل يحرقونا ولانبي منه من الفظاله #صالح_الفضاله,normal
والله انت اكبر خنفوس,obscene
معك حق بس هودي حلفاء أسيادك يا دب,obscene
يألله ابدأ لشوف يا بطل نبيه بري سعد الحريري حسن نصرالله أمين الجميل جبران باسيل نقولا فتوش وليد جنبل,normal
كل عام و انت ديوثَة و كل عام و انت نكرة و كل عام و انت ناقصة و كل عام عندك خلل ونقص انت بتشبهي كل الشي ا,obscene
نريد قضاء نظيف، لا يتناسى الفاسدين و المخربين,normal
جبران باسيل الرجل الذي لا ينام قدن كلن,normal
يا نصراني ابن المجرم أنت أخبث من الحمار سبعين ضعفا يا كلب,hate
يا صوت الحق,normal
معالي الوزير ممكن اتواصل معك ,normal
عنجد تطبيق لل الرويبضة حرفياً,obscene
قلمك واضح وللحق ينحني للاسف معاليك كانو ناطرين موتك بس الله كتبلك عمر لانك صاحب حق والله يحب الحق,normal
ايقنت ان فيه جمال يخلي الحريم يقطعون يدهم بدال الفواكه,normal
هنا اللبنانيوون يردون عليك,normal
عماد عثمان رمز الفساد وكل مين عم يشد عاايدوا ,normal
عن احسن الحريم وافضلهم قال :,normal
نيعو ولك لبناني كلب,hate
فخامة الرئيس صرمايته عراسك وراس سليلتك وراس كل واحد بتحبيه يا بلا شرف يا وسخة يا معتوهة صرمايته أشرف منك ومن سليلتك,abusive
لو فرنجية قادر يعمل رئيس كان عمل أيام الوصاية السورية، لما كان اسمو مطروح بدل التمديد لإميل لحود,normal
انت بدك حبس، لا وطن و لا شي تاني ,normal
هاهاها لسه عايش وبيعرص اهو، انا افتكرته مات فعلا لحد مانط علينا بالتعريصه دي فقلت احا بقى,obscene
ما شبعتو بعد من الخرطوش ولللعب بالسلاح لوين بدكن تودوا الطائفة  الله يستر,normal
على فكرة اللي حابين الموضوع وبعلقوا بدون فهم مش من حقها تقول بتمثل نساء فلسطين لانه مش كل نساء فلسطين بلبسوا مشلح ولحمهم رخيص هي ما بتمثل غير حالها واللي زيها,obscene
صحيح انك انسان وضيع ,abusive
هيك بتزعل عمك السيء نصر الله وعمتكن كلكن شريفة إيران أنت وتميم وأبو صواويخ تحت سيادة إيران وكلكم أل… ,hate
لابارك الله بك وبامثالك ياهذا ,abusive
شوفت يا فالفيردي يا خنزير جووووووووووووا مالكوم,hateful
أقترح ردم اللاجئين بالبحر على طريقة ردم جبل النفايات بصيدا,hate
صحيح انك هبلة,abusive
انت حثالة,obscene
الجهابذة اللي عم يطالبو بتقديم دعوى وهيدا مش اخبار يا بطاريق عثمان,normal
@user ي بعد جبدي انت . انا أحبك أكثر ي واحشني ي وسخ,normal
وشكراً يا جحاش عم تقوولي البوست هبل القوات لا مثيل له,abusive
عن اي عرب تتكلم روح يا شيخ الله يهديك المهم الجيبة مليانة والمعدة مفولة والدماغ طاير,normal
صح للحقد ولا البغض راح يوصلوا لنتيجة يا ريت بيستحي على كبروا عيب بالنهاية اهلا وسهلا ب…,normal
و تعد هذه القضية الثانية في عام واحد التي تؤكد على انتشار التحرش الجنسي في أمريكا: الأولى هي قضية #metoo (أنا أيضا)… @url,normal
حيوان مقمل وهابي قذر نجس يلا ولاك على خيمتك,hate
ياله ياهبل يابن الاهبل هي ناقصه ميتين أمك علي المسا ياله يابن العبيطه علي زنزنتك انت جي من بره والا من جوا يابلحه,obscene
فقد نقلت وكالة الأنباء القطرية عن محمد بن عبد الرحمن الثاني أن بلاده ستشتري سندات خزينة لبنانية,normal
أداء مهين لوزير الخارجية جبران باسيل,normal
يا ريت نصف السياسيين في لبنان بيحكوا مثل جبران باسيل,normal
روح بلط البحر عند معلمك المجرم بشار,abusive
خلص زهقنا منك أول فترة كنت مهضوم و نضحك عليك بس ,normal
مياومو الإعلام موضة العصر فقط للهجوم على العهد وعلى جبران باسيل,normal
صغير وراح تبقى صغير,abusive
عنجد انك واحد وقح,abusive
صحيح ميه وانت منهم بس لفرق بينكم انت لمصلحه سوريا وهم لمصلحه جيوبهم ,normal
الملوخية هي سيمبول الحب الجميل اللي من طرفين,normal
كول هوا شايفني خايف منك يعني هواي عليك وعل امارات شعب ما يجي بالاحترام طز فيك وبلدك,hate
ما خبرونا كلاب تبع قافلة ام تي في بيعووا بالعربي او الفرنسي,abusive
ما ابيخك ولوووووووه ,abusive
عنجد انو عماد عثمان عملك عقده ولازم تروح انتا عند طبيب نفسي حتي تتعالج منها شكلك اهبل,abusive
ما عطيوك شي غرفة فيه بلاش ,normal
بس يا حمار كول هوا وسد بوزك احسن ما اخلعلك نيعك واحد هزء زبالة,obscene
كول هوا و سد نيعك,abusive
ليس بعبد ايران هذا كهنوتي صغير وكلهم كذابين افاكين خنازير,obscene
كول هوا الله ياخدك,abusive
انت حبيت تفوت بجدال لعيونك بس كنت خليك محترم سيد حسن بيقولو وتاني شي مع سيد حسن وعلى رأس السطح ,normal
طز,obscene
كلكووو خون حرامية تجار دم حرامي بسلم حرامي ولي شبعو سرقة برة بفاوضو فدم الشعب كلكو معروفين وماضيكو معروف أكتر من حاضركو,obscene
إلى كل من يتهم الوزير جبران باسيل بوضع شروط في تشكيل الحكومةهذه ليست شروط هذه أصوات الناس في الإنتخابات النيابة,normal
يا حوينة الطيارين الروسيين راحوا فرق عملة,normal
صحيح بس جبران باسيل بشكل خطورة أكتر من عمو,normal
@user معتز مطر شخصيه حقيرة خنزير من خنازير الاخوان المجرمين المنافقين,hateful
روح بلط البحر عند معلمك المجرم بشار ,abusive
كنا نتمنى أن تأتي هذه الصحوة قبل تدمير البلاد العربية الشقيقة وقتل مواطنيها وتهجيرهم,normal
ضب زعرانك حسون لقدهرمت زت حالك ف شيئ نفق ياكزااب,obscene
جبران باسيل متخلف عقلياً,abusive
حمار انت ومعلمك ,abusive
سيد العاقلين سيدي العزيز وئام وهاب يجب طرد الشر من بيننا سيد قرضاوي الاول فزاعة الامة ,normal
توني سليمان فرنجية كلب يتم تحضيره لوراثة أبيه الجحش لا تستغربوا ايه عنا بلبنان الجحش بيخلف كلب,abusive
يجب تطهير المجتمع المسيحي من الجرثومة العونيه انهم كلاب الوطن,hate
ابوجهل عم الرسول يا حمار يا مثقف يقطع عمرك روح إلغي صفحتك ولاعاد تشهنق يا بهيم لاني فعلا هزلت,obscene
طيب اذا انت حمار شو بعملك هههه,abusive
قديش كبير,normal
ما بحبك بس حلوي♥,normal
ههههههه خراس و خريها ههههههههه كلب اسود,hate
حسن نصرالله بخطاب عاشوراء من شوي: اللاجئون السوريون يضغطون على لبنان كهربائيًا. بجد.,normal
والله لو مش مشعوطين يَ لحّيسة التنسيق الخياني ؛؛ كان ما بتوصل فيكم تشاركوا المنشور على قروبات الرواتب عالواتساب لتطعنوا في النخّالة لإنه صرح تصريح وحدوي,obscene
نصيحة ببلاش عندك نقص كتير بال لازم تصير تاخد كل يوم وأول ثلاث اشهر ثلاث مرات بالنهار قبل الاكل وبدون ماء ,normal
ستين عمرن ليجو طز بهيك روئساء عرب,abusive
ليش مننفهم انو نحنا حاقدين عالعالم لأ يا جماعة القصة وما فيا مألهين جبران باسيل وشايفين حالنا فيه وبفتكر بحقلنا لاقوا اذكى…,normal
واذا سجنوه بيتعامل معاملة الملوك,normal
صار قصف إسرائيل تهمة لك تفو,obscene
سؤال لحضرتك أين من تمدحهم بالليل والنهار,normal
إن حكت .. خيّم الصمت بشفاه الحريم.,normal
معظم القواتجية صهاينة,normal
المشكله اكثر الحريم زوجناهم مسيار,normal
كل مرة بكتشف نوع من الجحشنة فيك يا نديم قطيش,abusive
كأنو كلهم بيض,obscene
وانت أبن شو يا لوطي رئيس حكومتك لبناني بأمتياز يحمل عدة جنسيات متل أكثرية نوابك لي بيحملوا كذا جنسية وما بتسترجي تجيب سيرتن ويا جاهل هيدي أكاديمية ولتصحيح نعتك بل الجاهل بعتذر من العصر الجاهلي لي ما أنجب متلك   ع فكرة الحريري والطائف,abusive
اعتقد ان مارسيل غانم هو واحد حيوان,obscene
مصادر حزب الله ل القوات لو سمحتو سدو نيعكن العمه شو جحاش,hate
@user @user عجبا هو خنزير كلب بني سعود أسد لابارك الله فيكم آل مهلكة البحرين .,abusive_hateful
صدقت وأنت كذوب,abusive
وين عمك الملقي مشان ضرب المستثمر واستقطاب المستثمرين طز بهيك حكومات,abusive
انت عار علي مصر,obscene
ما باءى تبخخخخ سم إذا ما عندك شي إيجابي تحكي دخيل عرضك التزم الصمت ما ناقصنا سم,normal
كول هوا يا حمار اليوم,obscene
بس ترى بقاء الامريكان بالعراق كان رح يفيد المنطقة بشكل جزئي بالفترة يلي صارت فيها الثورات كان وقتها حدّوا طائفية المالكي وما قدرت داعش تنفش ولا تشكل بعدها حشد شعبي طائفي ولا ميليشيات شيعية فاتت سوريا بهالحجم يمكن,normal
لو فعلا في دولة حضرتك كنت بالحبس هلق بس للاسف ,normal
يا لك من عاهرة يا وهاب اللعنة عليك يا ساقطة,abusive
كفاكم هبل أيها السادة الجنبلاطيين لا أوامر من حزب البعث ولا من النظام الأسدي لو فيكم…,hate
سعودي عالنوم يا طشم بيكفي هبل لليوم ما بدك تخلي شي لبكرا,hate
الله يقطعلك عمرك كلب ابن كلب تفو عليك,abusive
انت رجل كداب ومنافق,obscene
معنا عميل جديد لآل حداد ايوا اتفضلي تابعي,normal
لبنانى مشرد اى بلد يدخله للبنانى ينشر فيه الفساد والرشوة,hate
كلكم منافقين هلق تجي قطر تعطيكم كم دولار بتصيروا كلكم تركعوا لتميم قرطة نصابين,abusive
ليش بعد في مؤسسات دولة معالي الوزير بدك شعب ليكون عنده دولة والردود عليك بهيدي الطريقة,normal
يحميك رب السما,normal
شكراً جبران باسيل لانك ضمانتنا,normal
منيح في مين بوصللنا صوتنا دون كزب ونفاق الله يخليك بمواجهة الفساد المحتل هالبلد,normal
سليل الحسب فعلا سليل الجحش ابن الجحش ابن الوحش سليله حيونه بامتياز,abusive
عم يقصد جبران باسيل,normal
اول مره تقول حاجه صح يا بن الوسخه يا شاذ,obscene
ما حدا يهاجم الصحابي الجليل جبران باسيل سلام الله عليه,normal
يا رجل عنجد مافي اكتر من هيك شخص بحب بهدلة انت اد اجرو لا شيخ سعد روح جيب حفاضات هجيز وتحفض ونام احسن شي ,abusive
الحماقة هي تبرير أفعال باسيل وصرفها حماقة ليس أحمق بل ذكي  ,normal
لو في دوله انت لازم تكون محبوس ,normal
يا واطي يا كلب حذاء هاؤلاء الابطال اطهر  منك حزب الله شرفك عرضك كرامتك يلي بلى كرامي,abusive
انت اخرتك دربكات ,abusive
يلعن الساعه لما الانترنت صار يجيب مصاري,obscene
طلع اذكى من ميشال عون و جبران باسيل مجتمعين ، انا معو لرئاسة الجمهورية للموت      ,normal
وبخصوص كلمتك دول خنازير مايمشو الا با,obscene
انت لا مرحبا بك بلبنان يا وهاب الصرمايه ,abusive
قبل ما تترحم وسام الحسن كان مشارك بقتل الحريري والحريري كان عارف ومن اغتاله للحسن حتى يأخذ ثئاره لوالده… ,normal
انت يافارس يا واطي يا رافضي يا مجوسي العرب والبدوو الشرف منك يا عديم الشرف,hate
نجحنا بقوتنا شكراً فخامة الرئيس ومعالي الوزير جبران باسيل لكل شي عملتوه لانجاح القمة التنموية ولانو دايماً بترفعوا البلد,normal
صح قتلت مليون سوري ارهابي قذر ,hate
صار الك كلمة يا وهاب ,normal
تبقى الخراف كل عمرها خائفه من الذئاب علما بأن الخوف الحقيقي هو الراعي,normal
سمعني لعنة روحه يلا يا علوي فشرت تكون سني,hate
مش عم يناموا الليل ليقدمولنا حكومة,normal
ما تاكل زق و تنطم يا صالونه,abusive
اخي الحاج اذا شعرت انك محرجا من الانتقادات لتصريح جبران باسيل لا داعي لأن تهاجم المنتقدين,normal
قديش في عالم مكيودة بالكومنتات قلبتوا فيها شيوخ فلسطين طيب إرتقوا شوي شـٰـ ُـُٰ ـوُ الدعوة محاسن الخُلق مش باللبس يا متخلفين,obscene
أبت النجاسه أن تفارق اهلها,obscene
مفتي القتل صهيوني بامتياز امثال القرضاوي مرض عضال في جسد الأمة,abusive
حيوان هوي وحذبو معوّدين عالزحف والتزقيف,obscene
والله بكون كتر خيره   ,normal
وانتا فجله أوى فى نفسك يعني كلكم أوسخ من بعض,obscene
معناها المسيحية ناجحين اكتر من الاسلام عالتعبير,normal
كان مجتمعنا ينقسم لاسياد و عبيد فجائت الحركة التصحيحية و حققت المساواة بين الجميع و جعلت الكل عبيد,normal
لهيك لازم نغير هالنظام المعفن ونستبدله بنظام مواطنة ويتساوى الجميع امام القانون,normal
ملعون ابو كذبك الشعب مقتلش في بعضه انتم الي قتلم وحرقتم المسلمين,obscene
ضرط الزمان على الاندال فعلاهم ,abusive
وانتو اعلام عاري من زمان يا اعلام العهر والكذب,obscene
هو ممكن أقول عليه ده صفة عامة/ملحوظة ،و مش ع التحرش ب عينه ،ممكن نشملها ب ما ينافي الاعراف سوا كان امر صغير جدا ل… @url,normal
الرجل ما قال امن اسرائيل حق   نصيحتي للوزير جبران باسيل يحكي اللغة العرب,normal
جماعة الحركة هلأ اجتن الشهامة والعنفوان حمدااله الله يخليلن التيار اللي علمن شو معنات المقاومة,normal
٨٠٪ من قضايا #التحرش والأعتداءات الجنسيه على البنات القاصرات  التي وصلتني كان سببها إهمال #الأم وانشغالها بمشاويرها… @url,normal
لعله يكون المدماك الاول لإلغاء المحاصصة الطائفية في الدولة ,normal
مو مشكلة رفيق رفع الروح المعنوية و حشد الطاقات فرض عين على كل مواطن,normal
اشرب بول البعير وتعال,obscene
حسبي الله ونعم الوكيل فيكم,obscene
لم اشتم الا اعداء وطني خنازير الفرس ولي الشرف بذالك في حال بادر بذالك,obscene
السيد حسن جبران باسيل صادق,normal
ياواد يا مؤمن,obscene
انا الموقع ادناه ومن موقعي هذا اصرّح بأنني لست مسؤول عن عدم مشاركة الرؤساء الى القمه لا من قريب ولا من بعيد,normal
انت متعين كوميديا قسما بالله ما بتفهموا يا رجل سيبك من الهبل,obscene
عما بي البك ميل لي عمرك سنه ,abusive
بالأذن من وليد بك الصيت لحضرتك والفعل لغيرك بخصوص تقلب المواقف السياسية مش عم نستطيع نلحق على تقلب مواقف الوزير جبران باسيل,normal
اذا انت أهضم مني زحّط ههههه,normal
ما هم إلا عبيد مأمورين لسيدهم الاميركي والصهيوني ولكن خسئوا تحطمت مؤامرتهم على أسوار دمشق المنيعة تحت ا… ,normal
ونحنا كمان جبران باسيل فتح لتدريب كل الشباب اللبناني على الشغل بالخدمات النفطية لانو عمال لبنانيين هيك القوان ,normal
يا اهلا وسهلا بأمير قطر والكل طوبزلها ليوم,normal
مشكلة جبران باسيل انه يخلط لا بل يبدي مصلحته الشخصية السياسية الوصول الى الكرسي الراءسي باي ثمن منتعلا جزمتي حسن وبشار…,normal
يظل التحرش بالنسبه للأنثى تحرشاً,normal
هلق انت شو بس برميل خرا او برميل زبالة او برميل منفوخ هوا من نكزة بتبج    على كل حال تلات براميل منكبهن بالمزبلة ,abusive
لا تحبسنا على غدر الزمان طالما نحن لها في المرصاد,normal
قمه بيروت نكتة صدقها جبران باسيل ورأى فيها نفسه مسؤولا عن لبنان فيما هو لا يكبر ولا يمثّل,normal
الوزير جبران باسيل تاج راسك يا جربان ممنوع بعد اليوم المساس بمقدساتنا من ربنا والهنا يسوع المسيح,abusive
بحس انو بدك ضبان للسانك لانو اطول منك,abusive
محوا تغريداتكم يا جهلة,abusive
سورية سنية وستبقى سنية وحسبي الله ونعم الوكيل بالعرب الخونة الذين باعوا الشعب السوري بالرخيص فليفرح ابن زايد وكل كلب عربي دعم بشار الجحش,hate
بعد تأكيده أن لا خلاف إيديولوجي مع اسرائيل، وزير خارجية العهد القوي جبران باسيل يؤكّد في مقابلة مع قناة سيإنإن أن أمن…,normal
مهمةهالفكرة    ,normal
@user @user @user أوقف النقاش فوراً عندما تسمع بول البعير.. لأن أصحاب هذه الفكرة يرون أنك متخ… @url,normal
وايضا جنس عددا من اليهود الصهاينة في العراق وهم الآن عملاء الإحتلال الصهيوني والأمريكي وقد يصلون للحكم في العراق,normal
هذه التجربة التي اعتبرتها خطوة جيدة شو وضع هول الشخصين اللي صاروا كتاب عدل وهني دون السن القانونية بعمر… ,normal
لكل من اسمه نصيب اعور بالمخ انت ,abusive
يلعن هل الشعب شو اهبل,hate
والله انت من يحتاج الي طبيب نفسي وعساك ما تطيب ,abusive
يللي عملولك شد عصب وانتخبتن روح شد عصبك ودفاع اشتراك موتور عصر الإنجازات,normal
انت واحد غبي أهبل وشكلك اسرا ئيلي مو فلسطيني وهي حظر يقطع عمرك عند هالصبح,obscene
بتصور انو في قيادة حكيمة لحزب الله على رأسها سماحة السيد,normal
محل ما بيحط صباطه البراند دولته ما بيحط راسه قرعتك,abusive
@user واضح انه عيل سوري ودل لا ملام عليهم شويه رمم وانضف ما فيهم وسخ,hateful_disrespectful
وليد بيك يتعرض لحمله شعواء من قبل طلال ارسلان و وئام وهاب هل هي حرب بين رؤوس زعماء الدروز اشعلها وهاب ,normal
نحتاج إلى غسيل دماغ جديد وكلّو بيرجع تمام بإذن الله   شرعوها للحشيشة,normal
وين خريات الصبح يلي كانو يعرطو بسبب السكوت يلي عملتو حماس,obscene
هذا مجنون رسمى أو يخطط أن يصبح خروف فى بعبدا,normal
ما تفكر كل الناس متلكم يا شاربي بول البعير,hateful
نريد فقط رجال لديهم من الوطنية وحس المسؤولية لاستبدال طبقة فشلت عند كل استحقاق,normal
لو دولة تحترم نفسها كنت انت ما عم تحكي ولا عم تزت سمك ولا عم تبعت رسايل لو ولة بتحترم نفسها كنت محبوس… ,normal
يقصف عمرك ما انتنك,obscene
الله لا يردها نزل اكثر واكثر خليها تموت حسره,obscene
وإن الظالمين بعضهم أولياء بعض والله ولي المتقين ,normal
أنا كمان وتونس عظيمة,normal
يا كلاب يا ام تي في جيبو سيرت فلسطين انتم الصهاينة عملاء,abusive
يلعن اخت الكذب، الزامبي ليس مسلم ومباراته كانت قبل عدة ايام من اللاعب المصري الكويت نيوز لا للحقيقة نعم للهبل,abusive
جبران باسيل إنسان بل اخلاق,normal
ولله يا استاذ وئام لو في دولة بتحترم نفسها ما بيبقى واحد منكم برا السجن انتو مجرمون بحق لبنان,normal
كمية بيض,obscene
سيبك انت كنت مسخرة يا ريس الله ينور وبرضو كالعادة مفهمتش اى حاجة الخلاصة انك بتأكد اهمية رحيلك يوم ٣٠ وصلت يا برنس,obscene
كل شي بالزايد بالمعنى نقص طخنت كتير صرت مهزلة بعيون العالم العقاب لوهاب وهاب قاتل ابو دياب ,normal
وفكرة حلوة,normal
انت حمار باللغة العربية,abusive
منحبك يا جحشنا,abusive
يللي عم قوله هو نوع من التهكّم يا بهلة بس شو بدّي أعمل اذا راسك محدود؟,abusive
ما باءى تبخخخخ سم إذا ما عندك شي إيجابي تحكي دخيل عرضك التزم الصمت ما ناقصنا سم,obscene
يلعن روحه,obscene
لا والله يلعنك ويلعن تركيا و روسيا و ايران يا ارقى انواع الطشم و هل بعد العلوي طشم يلعنك محتل,hate
لكل فاسد نهاية و الوقت هو الاهم لن يدوم فسادهم ,normal
لك أحسنت يا أخا العرب إجابةٌ محترمة لا فض فوك,normal
استاذ وئام يا ريت تعلق على جبران وحق العدو الاسرائيلي بلامن ,normal
